Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,2010-10-22,70.374379140596,2.725,,,,,,211.8612937,7.838,False
1,2010-10-29,72.04536665692228,2.716,,,,,,211.9088438,7.838,False
1,2010-11-05,69.33170206002228,2.689,,,,,,211.9563939,7.838,False
1,2010-11-12,62.88256631780286,2.728,,,,,,212.003944,7.838,False
1,2010-11-19,55.80615628680312,2.771,,,,,,211.8896737,7.838,False
1,2010-11-26,64.74015738070912,2.735,,,,,,211.7484333,7.838,True
1,2010-12-03,45.329730912985404,2.708,,,,,,211.607193,7.838,False
1,2010-12-10,49.7903783510223,2.843,,,,,,211.4659526,7.838,False
1,2010-12-17,47.12171652453634,2.869,,,,,,211.4053124,7.838,False
1,2010-12-24,51.48467090056699,2.886,,,,,,211.4051222,7.838,False
1,2010-12-31,45.636797944535395,2.943,,,,,,211.4049321,7.838,True
1,2011-01-07,42.162137926425636,2.976,,,,,,211.4047419,7.742,False
1,2011-01-14,38.96244153253382,2.983,,,,,,211.4574109,7.742,False
1,2011-01-21,52.06969035378281,3.016,,,,,,211.8272343,7.742,False
1,2011-01-28,43.63239466432943,3.01,,,,,,212.1970577,7.742,False
1,2011-02-04,33.31154352892514,2.989,,,,,,212.5668812,7.742,False
1,2011-02-11,32.950064278985494,3.022,,,,,,212.9367046,7.742,True
1,2011-02-18,59.80248699627523,3.045,,,,,,213.2478853,7.742,False
1,2011-02-25,61.027587430242335,3.065,,,,,,213.535609,7.742,False
1,2011-03-04,58.2843631866001,3.288,,,,,,213.8233327,7.742,False
1,2011-03-11,47.95695751887783,3.459,,,,,,214.1110564,7.742,False
1,2011-03-18,63.4836097089396,3.488,,,,,,214.3627114,7.742,False
1,2011-03-25,74.87598311709209,3.473,,,,,,214.5999389,7.742,False
1,2011-04-01,59.8593502810564,3.524,,,,,,214.8371664,7.682,False
1,2011-04-08,73.44623628745643,3.622,,,,,,215.0743939,7.682,False
1,2011-04-15,71.97117316201422,3.743,,,,,,215.2918561,7.682,False
1,2011-04-22,82.52949245566649,3.807,,,,,,215.4599053,7.682,False
1,2011-04-29,72.6466066346508,3.81,,,,,,215.6279544,7.682,False
1,2011-05-06,60.003558931611785,3.906,,,,,,215.7960035,7.682,False
1,2011-05-13,74.33110800337202,3.899,,,,,,215.9640526,7.682,False
1,2011-05-20,66.02862232039523,3.907,,,,,,215.7339202,7.682,False
1,2011-05-27,83.74502276511161,3.786,,,,,,215.5037878,7.682,False
1,2011-06-03,81.14123504734015,3.699,,,,,,215.2736553,7.682,False
1,2011-06-10,86.38068572453454,3.648,,,,,,215.0435229,7.682,False
1,2011-06-17,83.3293986666021,3.637,,,,,,214.9980596,7.682,False
1,2011-06-24,80.9195723183747,3.594,,,,,,215.0910982,7.682,False
1,2011-07-01,92.75200249930343,3.524,,,,,,215.1841368,7.962,False
1,2011-07-08,86.08274981865588,3.48,,,,,,215.2771754,7.962,False
1,2011-07-15,87.5888053740767,3.575,,,,,,215.3611087,7.962,False
1,2011-07-22,95.796053368138,3.651,,,,,,215.4222784,7.962,False
1,2011-07-29,81.71836493862354,3.682,,,,,,215.4834482,7.962,False
1,2011-08-05,94.75111953860474,3.684,,,,,,215.544618,7.962,False
1,2011-08-12,86.13663262802231,3.638,,,,,,215.6057878,7.962,False
1,2011-08-19,93.23034695127707,3.554,,,,,,215.6693107,7.962,False
1,2011-08-26,87.87095909158029,3.523,,,,,,215.7332258,7.962,False
1,2011-09-02,91.59667215944587,3.533,,,,,,215.7971409,7.962,False
1,2011-09-09,84.24568737044845,3.546,,,,,,215.861056,7.962,True
1,2011-09-16,86.45688375288837,3.526,,,,,,216.0410526,7.962,False
1,2011-09-23,75.9541543085026,3.467,,,,,,216.3758246,7.962,False
1,2011-09-30,85.94273879626644,3.355,,,,,,216.7105965,7.962,False
1,2011-10-07,70.34445894150365,3.285,,,,,,217.0453684,7.866,False
1,2011-10-14,73.53975467409406,3.274,,,,,,217.3552733,7.866,False
1,2011-10-21,65.19806675348643,3.353,,,,,,217.5159762,7.866,False
1,2011-10-28,56.6533409556954,3.372,,,,,,217.6766791,7.866,False
1,2011-11-04,55.48853933637267,3.332,,,,,,217.837382,7.866,False
1,2011-11-11,57.74319001818162,3.297,10421.079469245047,6136.382537161298,143.66795728125973,2458.090917447521,6551.295488032033,217.9980849,7.866,False
1,2011-11-18,60.395436284440855,3.308,6110.53362342021,,78.27041784358263,383.9314673918924,5992.109000686055,218.2205088,7.866,False
1,2011-11-25,63.66676120136413,3.236,480.55372098557575,51.97932939947156,55819.106879534214,-69.43047774433509,558.6865085742247,218.4676211,7.866,True
1,2011-12-02,,3.172,,,,2035.05109106884,20529.503941641902,218.7147333,7.866,False
1,2011-12-09,43.86287791714473,3.158,4640.608999371922,6.882767647962531,108.24606423420175,3686.64474643594,14423.0808586663,218.9618456,7.866,False
1,2011-12-16,53.955437927544956,3.159,4958.45173059769,,310.4145009430313,178.6110371005976,4137.533514400021,219.1794533,7.866,False
1,2011-12-23,44.92158704122455,3.112,2735.4933535953282,4.93808113844787,609.9492747626016,38.82602983132303,,219.3577216,7.866,False
1,2011-12-30,40.882710174693116,3.129,5793.122596960375,46074.296375480306,286.75554864215354,966.652557026611,4825.820182215574,219.5359898,7.866,True
1,2012-01-06,57.33358145746671,3.157,6314.098208674359,21773.66849592043,275.3083068051814,1491.384331737293,8521.046227941459,219.7142581,7.348,False
1,2012-01-13,45.88979015094968,3.261,5225.460873383306,8170.2008258857,61.19377696367678,527.7868809446747,3779.077640916155,219.8925263,7.348,False
1,2012-01-20,49.27769067246393,3.268,4160.812200026607,2852.152092055721,53.65563068759777,522.9147977230573,3440.1319008683386,219.9856893,7.348,False
1,2012-01-27,57.30480668979074,3.29,1196.3888168682697,1171.6959403667095,48.748338922621876,15.219119553534227,1216.5419979663404,220.0788523,7.348,False
1,2012-02-03,63.444528948067955,3.36,34628.01334695968,3500.201909026381,188.47146459110968,32369.7288134606,5626.423127304806,220.1720153,7.348,False
1,2012-02-10,48.22930663340188,3.409,13910.86076317205,6880.735857010529,46.99532167853078,8450.045230221755,6915.30152548725,220.2651783,7.348,True
1,2012-02-17,38.87925390189161,3.51,9851.990016818028,11079.33205918229,-31.840051614566352,8312.437649056179,3364.3890397518207,220.4257586,7.348,False
1,2012-02-24,61.20386439868838,3.555,9324.674197630791,7487.8294790961845,25.091419998313075,1175.239861346096,8145.6322562048945,220.636902,7.348,False
1,2012-03-02,59.61407499520822,3.63,15474.61026062687,1593.656343289702,8.10423296197261,25499.881748598156,8138.479382318868,220.8480454,7.348,False
1,2012-03-09,50.145947066825116,3.669,10302.324383880514,112.76711057084519,-17.241484685528274,,5553.296478684406,221.0591887,7.348,False
1,2012-03-16,68.40299999605799,3.734,4270.632142959194,61.81416971447219,-16.04462355568817,2764.3024989276023,1885.9843101916629,221.2118132,7.348,False
1,2012-03-23,60.66718354976438,3.787,6168.417389762582,9.791851891155739,-96.16597704700975,378.1024024069862,3658.411540706114,221.2864126,7.348,False
1,2012-03-30,74.17972567548725,3.845,10411.12419826847,-31.0337289846125,,1712.2906118773717,2658.1807098903223,221.3610119,7.348,False
1,2012-04-06,66.94747341218954,3.891,10178.374656034282,,13.040880531604998,3836.154996013669,4493.092765147238,221.4356112,7.143,False
1,2012-04-13,72.92894622101704,3.891,6183.842156043668,3372.715870613889,64.17604061727982,1768.156558692563,982.5846238880594,221.5102105,7.143,False
1,2012-04-20,67.54439503043557,3.877,2183.950876570231,636.0625711612878,18.10112398266324,194.19047899193097,5763.804347862728,221.5640737,7.143,False
1,2012-04-27,69.81187846652138,3.814,3228.1840310883877,,-31.500378477727942,642.6669812162477,6286.992122568589,221.6179368,7.143,False
1,2012-05-04,84.77969623192485,3.749,,,,4930.817543071957,,221.6718,7.143,False
1,2012-05-11,64.5151690099066,3.688,8302.196041672738,,-99.6039644583727,2462.605279603563,3103.228231191803,221.7256632,7.143,False
1,2012-05-18,67.67553623426136,3.63,6166.678394423126,,98.94021245029474,1687.690070982742,5593.801525710374,221.742674,7.143,False
1,2012-05-25,76.52903400183028,3.561,4037.571152821057,,757.0514004494759,1450.3658380964005,3605.2203551350995,221.744944,7.143,False
1,2012-06-01,62.20600288015655,3.501,6121.39280540096,-63.8697796239035,,127.94805157938995,3658.946479041698,221.7472139,7.143,False
1,2012-06-08,,3.452,8830.709931556597,,68.20239827584449,2669.982299018775,7182.244137515232,221.7494839,7.143,False
1,2012-06-15,78.7705242611568,3.393,5594.133788429195,94.74229273241609,64.47852650870232,2496.9228022012394,3099.7189306777905,221.7626421,7.143,False
1,2012-06-22,72.38571515660257,3.346,8679.8025378832,,-57.25343452082517,2562.916357409354,,221.8030211,7.143,False
1,2012-06-29,77.04268126804006,3.286,3899.0931594455806,152.58218856671297,,489.2272393749996,4157.1176949807505,221.8434,7.143,False
1,2012-07-06,75.72824582935135,3.227,12187.978032897674,103.04144287712796,200.8526700283823,4078.046301411659,6155.127140978992,221.8837789,6.908,False
1,2012-07-13,86.17456180471356,3.256,7182.720493680307,82.90946329122191,2.5101204737313196,,2507.233693906516,221.9241579,6.908,False
1,2012-07-20,89.38697348945458,3.311,3204.6511330604376,302.21993999004206,-20.35808791804822,2208.3712397137556,3188.757798503225,221.9327267,6.908,False
1,2012-07-27,91.33349531708822,3.407,7143.663734013201,366.331919255459,-6.112817990653042,10298.018807152062,4361.1328482306835,221.9412954,6.908,False
1,2012-08-03,93.34735586772987,3.417,27608.52312503543,170.0307471496909,,12075.076977090368,4676.482059871452,221.9498642,6.908,False
1,2012-08-10,87.26827215410425,3.494,11410.693394515862,244.65509428403695,,,4811.268007887761,221.9584329,6.908,False
1,2012-08-17,87.6428936708476,3.571,3740.607827476163,187.31856467270336,39.29285440601771,2781.306714668934,3386.7618762199563,222.0384109,6.908,False
1,2012-08-24,76.280468480693,3.62,6296.92171178248,339.7378427310749,,3467.2758740829927,,222.1719457,6.908,False
1,2012-08-31,84.51653452080576,3.638,21453.41122580045,88.77900868781055,11.422998009758297,13167.048777129734,3102.6713179458743,222.3054805,6.908,False
1,2012-09-07,,3.73,5206.47395105812,72.15929149710482,44.98820135293729,4054.603013125513,2706.1838569588554,222.4390153,6.908,True
1,2012-09-14,71.67572527991156,3.717,17273.694073227205,31.679931478977608,-28.99211259182689,,7840.836781507055,222.5820193,6.908,False
1,2012-09-21,75.89474000650713,3.721,6313.773547520627,34.74092363572423,-9.35414130962678,1111.8765877804174,6483.572409548252,222.7818386,6.908,False
1,2012-09-28,79.8315502438158,3.666,3693.0359776748865,72.07383408641019,-29.671493174117167,1393.6949456665295,4733.082559546328,222.9816579,6.908,False
1,2012-10-05,66.32829477734685,3.617,8086.236744985645,,11.658990982537855,3668.8003689397738,3599.3437280792036,223.1814772,6.573,False
1,2012-10-12,63.27441542926809,3.601,2084.4038595112165,,55.12676573409158,596.7977230545732,5928.969517631375,223.3812965,6.573,False
1,2012-10-19,71.31376171424927,3.594,918.163414469572,,,115.80573321092598,2303.0751854217756,223.4257233,6.573,False
1,2012-10-26,61.59837168601153,3.506,,-24.276249392195005,-2.8298784288496,1049.0582958661887,1309.2235000088867,223.4442513,6.573,False
1,2012-11-02,54.22435305612013,3.386,6765.818045429322,5171.854486143155,,3670.74412237928,2611.313898337862,223.4627793,6.573,False
1,2012-11-09,57.941716045980094,3.314,11430.680635316543,3317.6433274146193,52.12077163900417,4681.613480073391,6179.9037019292855,223.4813073,6.573,False
1,2012-11-16,,3.252,9728.384670784255,262.5997342126913,165.88505765409064,1058.2439845041843,6649.135648599952,223.5129105,6.573,False
1,2012-11-23,52.416844004341,3.211,901.284827723005,21.05819057824671,74878.78518116438,172.2556359619799,363.2599075190243,223.5619474,6.573,True
1,2012-11-30,51.733920706560106,3.207,2396.8136455314543,,3839.135853131134,104.82311842825706,6944.817614201932,223.6109842,6.573,False
1,2012-12-07,63.642818944545084,3.198,6411.936381481373,,199.88049325088525,2999.0970762681795,10016.786337321219,223.6600211,6.573,False
1,2012-12-14,45.51851523285702,3.168,3540.8421668910696,,68.83744332331054,1611.1342951827335,2851.1601968628834,223.7192767,6.573,False
1,2012-12-21,63.10895194491954,3.098,8189.094558169081,,381.00698737105114,323.8559544320154,2884.5694272802766,223.8398455,6.573,False
1,2012-12-28,48.83926348402168,3.108,12701.02644628255,,112.59504237867225,178.12679661567554,1201.7806274833938,223.9604143,6.573,True
1,2013-01-04,42.65611809423664,3.161,1290.7723866695749,25346.46554028606,24.774845761951738,-42.78542603231979,3903.7554272109514,224.080983,6.525,False
1,2013-01-11,50.13722819188815,3.243,6488.266308242516,16073.960990866455,-61.595107370474864,744.9694703895733,4111.684526015737,224.2015518,6.525,False
1,2013-01-18,46.69631367913582,3.237,,3556.8133935117535,60.53560904112466,245.48671496137453,1914.1292874647097,224.2358132,6.525,False
1,2013-01-25,49.98143633021854,3.227,873.2417351824787,1112.155113779627,35.883861010272476,232.21590251066212,1783.5183766307127,224.2355518,6.525,False
1,2013-02-01,49.769455694936156,3.244,9328.28543095851,1395.241583635243,281.15837132688074,20594.97313941834,975.3876178203334,224.2352903,6.525,False
1,2013-02-08,,3.417,32323.50251745039,705.0505294481882,196.921194597063,20431.301755750028,,224.2350289,6.525,True
1,2013-02-15,46.69257694868143,3.475,72919.61008756771,6622.613888393076,35.76281764872351,12999.288114214829,6328.681223623344,224.2760526,6.525,False
1,2013-02-22,60.1747006141268,3.597,20105.32563402445,3161.6503440250785,86.21292165664202,,,224.4202895,6.525,False
1,2013-03-01,48.47459512940642,3.711,10705.21759668064,248.26107717575383,43.43811534845919,44.74271277299398,2790.8241869904427,224.5645263,6.525,False
1,2013-03-08,51.49747252552389,3.658,4969.622709461867,314.5061124124165,131.81804275328537,554.7772281235103,3681.0833605535163,224.7087632,6.525,False
1,2013-03-15,52.36377849517446,3.622,3762.9132105788826,,54.59206007994506,2571.271578662878,,224.8356808,6.525,False
1,2013-03-22,67.94666576221185,3.611,12581.873266101798,,609.1396668050563,6820.746327120509,2512.874638605842,224.9193005,6.525,False
1,2013-03-29,49.833576230755604,3.606,13100.491792725687,,321.05215270813943,51.27521130606375,3929.4180240724113,225.0029202,6.525,False
1,2013-04-05,56.20473958296357,3.583,12895.293401690587,5647.9140045725535,479.7685218094297,485.90673841825384,5213.521211012933,225.0865399,6.314,False
1,2013-04-12,58.056459033530224,3.529,3713.708808481882,887.1744296476865,142.0363277461974,893.1319647523737,2728.6621104790847,225.1701596,6.314,False
1,2013-04-19,57.42767501798163,3.451,3486.2793353869265,43.53994234066943,221.56686882862067,424.84246018510754,2121.8650257361664,225.1701596,6.314,False
1,2013-04-26,52.843870960904795,3.417,2402.3781353408244,,52.986096326084876,,1484.220983717268,225.1701596,6.314,False
1,2013-05-03,65.6721095125351,3.386,2237.172971632393,-87.32358308795865,152.80373894903568,39.71899280662543,,,,False
1,2013-05-10,58.235418149456144,3.392,4630.336074834782,100.40701286054917,4.34388508805138,1708.4987557134777,8171.162119046903,,,False
1,2013-05-17,71.43702305028893,3.454,16054.644806760385,123.2663361232738,-95.42426631678089,4122.806355738106,6281.121538924967,,,False
1,2013-05-24,80.45579902306977,3.494,8016.816929120999,119.02162274260954,1636.3927116794569,3192.840834813082,,,,False
1,2013-05-31,76.83872517672819,3.466,2302.9686991592052,110.49092040301935,496.2627248007525,85.01241691001024,,,,False
1,2013-06-07,75.90357926030538,3.439,3485.689815337203,756.9281663866648,182.2593654195365,988.667764283599,5136.502207334518,,,False
1,2013-06-14,83.66991524439344,3.431,12596.623916502896,545.7949861370167,397.87228909487754,7423.0586021372965,2410.6088959854096,,,False
1,2013-06-21,79.38701486692752,3.479,8096.942585709272,357.01037888888584,323.666049419234,,3739.4598133203326,,,False
1,2013-06-28,80.92419509826888,3.495,4164.974675287483,849.708908218524,-28.636734578029643,3829.8850097082022,4822.827169330413,,,False
1,2013-07-05,81.67025641769698,3.422,7668.18040279213,3511.6486372389736,1750.2990426084066,9502.16781546415,1139.9809249998755,,,False
1,2013-07-12,74.7906829585164,3.4,6190.764611063413,1331.8321878294714,136.6751053575507,2392.380641668584,,,,False
1,2013-07-19,80.6847432979708,3.556,3086.132566664287,1063.5045273687733,,1038.3587419061237,5384.842870009235,,,False
1,2013-07-26,86.48657003892653,3.62,373.38054447598756,639.3559016016093,-17.05509866305875,58.929151064339095,1300.6212797905866,,,False
2,2010-02-05,36.58785067674523,2.572,,,,,,210.7526053,8.324,False
2,2010-02-12,40.45363121949587,2.548,,,,,,210.8979935,8.324,True
2,2010-02-19,44.94539105549309,2.514,,,,,,210.9451605,8.324,False
2,2010-02-26,43.68004535190869,2.561,,,,,,210.9759573,8.324,False
2,2010-03-05,45.15626503908571,2.625,,,,,,211.0067542,8.324,False
2,2010-03-12,55.22392981884123,2.667,,,,,,211.037551,8.324,False
2,2010-03-19,48.47902585373485,2.72,,,,,,210.8733316,8.324,False
2,2010-03-26,58.476716916484385,2.732,,,,,,210.6766095,8.324,False
2,2010-04-02,63.93537133888947,2.719,,,,,,210.4798874,8.2,False
2,2010-04-09,62.863223264796396,2.77,,,,,,210.2831653,8.2,False
2,2010-04-16,68.77668807892103,2.808,,,,,,210.1495463,8.2,False
2,2010-04-23,60.357493083450905,2.795,,,,,,210.1000648,8.2,False
2,2010-04-30,72.40687216460441,2.78,,,,,,210.0505833,8.2,False
2,2010-05-07,80.43583160338659,2.835,,,,,,210.0011018,8.2,False
2,2010-05-14,72.82916052271557,2.854,,,,,,209.9984585,8.2,False
2,2010-05-21,75.73398040750591,2.826,,,,,,210.2768443,8.2,False
2,2010-05-28,86.40714563858418,2.759,,,,,,210.5552301,8.2,False
2,2010-06-04,81.19934073082143,2.705,,,,,,210.833616,8.2,False
2,2010-06-11,83.98602685386358,2.668,,,,,,211.1120018,8.2,False
2,2010-06-18,89.41975800662101,2.637,,,,,,211.1096543,8.2,False
2,2010-06-25,86.31289612274936,2.653,,,,,,210.9950134,8.2,False
2,2010-07-02,84.83338993685734,2.669,,,,,,210.8803726,8.099,False
2,2010-07-09,80.7795695746636,2.642,,,,,,210.7657317,8.099,False
2,2010-07-16,87.50313371023152,2.623,,,,,,210.7577954,8.099,False
2,2010-07-23,86.14150055652622,2.608,,,,,,210.8921319,8.099,False
2,2010-07-30,85.84890452561228,2.64,,,,,,211.0264684,8.099,False
2,2010-08-06,82.56421887399458,2.627,,,,,,211.1608049,8.099,False
2,2010-08-13,91.17218769307537,2.692,,,,,,211.2951413,8.099,False
2,2010-08-20,,2.664,,,,,,211.2596586,8.099,False
2,2010-08-27,87.99992067463887,2.619,,,,,,211.2241759,8.099,False
2,2010-09-03,82.34855165209514,2.577,,,,,,211.1886931,8.099,False
2,2010-09-10,79.72571218622626,2.565,,,,,,211.1532104,8.099,True
2,2010-09-17,82.44724075313472,2.582,,,,,,211.1806415,8.099,False
2,2010-09-24,85.36266687146176,2.624,,,,,,211.2552578,8.099,False
2,2010-10-01,59.90870077692418,2.603,,,,,,211.3298742,8.163,False
2,2010-10-08,63.91320407697726,2.633,,,,,,211.4044906,8.163,False
2,2010-10-15,65.52727272019061,2.72,,,,,,211.4713286,8.163,False
2,2010-10-22,65.77032798971555,2.725,,,,,,211.5187208,8.163,False
2,2010-10-29,66.14388053642361,2.716,,,,,,211.5661131,8.163,False
2,2010-11-05,47.631744871906136,2.689,,,,,,211.6135053,8.163,False
2,2010-11-12,54.69943403204444,2.728,,,,,,211.6608975,8.163,False
2,2010-11-19,46.5614479220538,2.771,,,,,,211.5470304,8.163,False
2,2010-11-26,64.16078831951421,2.735,,,,,,211.4062867,8.163,True
2,2010-12-03,41.77909134841564,2.708,,,,,,211.265543,8.163,False
2,2010-12-10,49.35586066844637,2.843,,,,,,211.1247993,8.163,False
2,2010-12-17,51.26272349084192,2.869,,,,,,211.0645458,8.163,False
2,2010-12-24,56.088218497082984,2.886,,,,,,211.0646599,8.163,False
2,2010-12-31,48.329583653685596,2.943,,,,,,211.064774,8.163,True
2,2011-01-07,37.09657088742086,2.976,,,,,,211.0648881,8.028,False
2,2011-01-14,25.412584454961326,2.983,,,,,,211.1176713,8.028,False
2,2011-01-21,41.544777280560226,3.016,,,,,,211.4864691,8.028,False
2,2011-01-28,39.13460332340687,3.01,,,,,,211.8552668,8.028,False
2,2011-02-04,36.728849956334265,2.989,,,,,,212.2240646,8.028,False
2,2011-02-11,34.53232603190753,3.022,,,,,,212.5928624,8.028,True
2,2011-02-18,63.26516664069142,3.045,,,,,,212.9033115,8.028,False
2,2011-02-25,54.66036391371802,3.065,,,,,,213.190421,8.028,False
2,2011-03-04,56.34779921142378,3.288,,,,,,213.4775305,8.028,False
2,2011-03-11,50.117896083897165,3.459,,,,,,213.7646401,8.028,False
2,2011-03-18,61.62988559895746,3.488,,,,,,214.0156238,8.028,False
2,2011-03-25,68.74325396179674,3.473,,,,,,214.2521573,8.028,False
2,2011-04-01,45.751213366034904,3.524,,,,,,214.4886908,7.931,False
2,2011-04-08,68.69170826349381,3.622,,,,,,214.7252242,7.931,False
2,2011-04-15,67.45389260358736,3.743,,,,,,214.9420631,7.931,False
2,2011-04-22,74.74377971398145,3.807,,,,,,215.1096657,7.931,False
2,2011-04-29,61.05395251617921,3.81,,,,,,215.2772683,7.931,False
2,2011-05-06,59.19010635926014,3.906,,,,,,215.4448709,7.931,False
2,2011-05-13,80.7055453936824,3.899,,,,,,215.6124735,7.931,False
2,2011-05-20,63.523376285222305,3.907,,,,,,215.3834778,7.931,False
2,2011-05-27,74.83077024815707,3.786,,,,,,215.1544822,7.931,False
2,2011-06-03,85.51619002883696,3.699,,,,,,214.9254865,7.931,False
2,2011-06-10,84.29081398960115,3.648,,,,,,214.6964908,7.931,False
2,2011-06-17,83.66454878549348,3.637,,,,,,214.6513538,7.931,False
2,2011-06-24,81.10196819925896,3.594,,,,,,214.7441108,7.931,False
2,2011-07-01,92.2925628262389,3.524,,,,,,214.8368678,7.852,False
2,2011-07-08,93.50697294794473,3.48,,,,,,214.9296249,7.852,False
2,2011-07-15,94.49279619564822,3.575,,,,,,215.0134426,7.852,False
2,2011-07-22,88.81788122421064,3.651,,,,,,215.0749122,7.852,False
2,2011-07-29,87.29935075491414,3.682,,,,,,215.1363819,7.852,False
2,2011-08-05,86.08114540595406,3.684,,,,,,215.1978515,7.852,False
2,2011-08-12,93.40919409881711,3.638,,,,,,215.2593211,7.852,False
2,2011-08-19,82.38963432501689,3.554,,,,,,215.3229307,7.852,False
2,2011-08-26,84.36213368543366,3.523,,,,,,215.386897,7.852,False
2,2011-09-02,91.21800178278714,3.533,,,,,,215.4508632,7.852,False
2,2011-09-09,81.7915858038422,3.546,,,,,,215.5148295,7.852,True
2,2011-09-16,77.3863911485517,3.526,,,,,,215.6944378,7.852,False
2,2011-09-23,80.02832507276887,3.467,,,,,,216.0282356,7.852,False
2,2011-09-30,83.09669386850763,3.355,,,,,,216.3620333,7.852,False
2,2011-10-07,69.3698437852881,3.285,,,,,,216.6958311,7.441,False
2,2011-10-14,80.47179129403261,3.274,,,,,,217.0048261,7.441,False
2,2011-10-21,61.30481263163161,3.353,,,,,,217.1650042,7.441,False
2,2011-10-28,66.85643662001986,3.372,,,,,,217.3251824,7.441,False
2,2011-11-04,56.6403126917665,3.332,,,,,,217.4853605,7.441,False
2,2011-11-11,53.87120071289494,3.297,,20538.141812069458,406.0560241841754,4777.3819103977285,4743.081864730235,217.6455387,7.441,False
2,2011-11-18,65.24444657226793,3.308,6494.238652687594,1112.560616295381,,877.9844004140741,7555.660631995957,217.8670218,7.441,False
2,2011-11-25,51.50843881327805,3.236,852.6659729095437,-2.9189857068519274,77356.7322115839,19.8089302978693,1663.8590556620252,218.1130269,7.441,True
2,2011-12-02,50.78868437577,3.172,7953.481255552704,61.28817240659261,,4468.260040294506,28286.554902514476,218.3590319,7.441,False
2,2011-12-09,41.31946475933994,3.158,11467.729381583324,7.4655709483030535,416.16150819519027,4138.943362247105,8859.779479692777,218.605037,7.441,False
2,2011-12-16,44.06636978150236,3.159,4843.193680648577,60.93450901004218,339.5537413717042,,4720.668364960366,218.8217928,7.441,False
2,2011-12-23,46.60798332850946,3.112,3143.105554847238,,1539.9652262470097,160.81241063975335,6429.849409481254,218.9995495,7.441,False
2,2011-12-30,49.64762096047145,3.129,8297.97611933318,,132.2072283379889,1520.380725926399,,219.1773063,7.441,True
2,2012-01-06,41.452824551669195,3.157,5957.682397944859,37400.123659817116,169.7556905315879,2450.647646812315,7147.3759980157065,219.355063,7.057,False
2,2012-01-13,46.24174490909236,3.261,4382.58743551006,12117.947168022803,102.62864387900564,692.6562647263383,,219.5328198,7.057,False
2,2012-01-20,55.50137521535225,3.268,6459.260721755417,4312.255987812657,77.2709513489763,1681.700597180083,3364.881678682167,219.6258417,7.057,False
